id,fecha,aclaracion,estado,url_remito,
43,2025-05-12,,En Proceso,https://storage.googleapis.com/factudata-3afdf.appspot.com/StockRemitos/5492212241284%40s.whatsapp.net/2025-04-14/Conformidad_Pool_460_459_Pedido_43.pdf?GoogleAccessId=firebase-adminsdk-xts1d%40factudata-3afdf.iam.gserviceaccount.com&Expires=16447017600&Signature=iRgzIzONzhjxA4meCa26wYBUh9HeDbKOQ%2BST8FOE3K2ZkqPwB3o8IN37GB%2FruzIkh003bjclZeDIrTSeZWyQebSW%2BTYPMos9jaMM7wHsjVwtH%2BY%2BNWCRIe3DmoApCgJzyUEW5%2BpnhDvbg7P7K7pzgzZJfwzmqfzU3hkFBbaNAYSN1DmR%2Fnuc26KRDsKEYH43hEPTIBjV1xMSUqpfxwkLKWRkLeDzbbw6xivKpLKpo79XxbTYIEZnW3Lsg0HwufV8UcyWkX2HwEwDKdoCCVCP6D0YVW%2FkgJ%2FhCS4zvk4xkeexLsIrTK2sMLd%2BwqFhIAyCS%2FnIQoXNCG7spzS%2BKvnoEA%3D%3D,ACTIVE
44,2025-05-12,,En Proceso,https://storage.googleapis.com/factudata-3afdf.appspot.com/StockRemitos/5492212241284%40s.whatsapp.net/2025-04-14/Conformidad_Pool_460_459_Pedido_44.pdf?GoogleAccessId=firebase-adminsdk-xts1d%40factudata-3afdf.iam.gserviceaccount.com&Expires=16447017600&Signature=XtJFjMV%2BIxJCKlRhcY4CszwEC1mxbU3tXiDaq%2FI9E9iFAB0hyLCsWQZujYiRAeoGpWY%2FM2%2FDrdK8YhQgzjjMfOthjbaS6NZ70NRaaYGevkhlobKXJ%2BA3TOfCQtxNmQ1i1zZbBl%2BtojgECmF4W%2BGiMTGSiu6PQvM79OL%2BJ5mosvyEka7No65SX6vcVr1ZPUJFS%2BEElK5bgjAW1nGIK5DD8aW0tz2RHQ88yAGs19X5sQlbQa6IWh7ZP%2BiKiMCFyirIc6XzON9DQKJBPjTheD18Kw9RhjUBEvOWTC%2FERCqigczCTNg1R4pfeTxDTg0MOQPqeHpfCJ8bH5dFv%2FwAUAyZeA%3D%3D,ACTIVE
45,2025-05-12,,En Proceso,https://storage.googleapis.com/factudata-3afdf.appspot.com/StockRemitos/5492212241284%40s.whatsapp.net/2025-04-14/Conformidad_Pool_460_459_Pedido_45.pdf?GoogleAccessId=firebase-adminsdk-xts1d%40factudata-3afdf.iam.gserviceaccount.com&Expires=16447017600&Signature=a%2FXb2KMW4gRV54eXqhWmGJ%2B0395wc0kMbL%2BIpNJvWlunnevdvejgWyA3pgIlmsDTZ66NG20KbGtSIn0ymlFGXz0p5Y%2F%2Bm%2FweZ7xncPcDhROSklgiSvQ6m%2FQHSL%2BHcgSdlkAcZo%2BbrSKp3A%2FfZ85XtJWVLu%2F5tuirTx%2FA%2BGOVIomtUgfiwYf4Hhol%2BI4sCI%2BuqJPjnO6TcJ3IkaAuoxrpuWRC%2F2kqVp%2FVtSS%2FaPc79fF3djl2%2F7pDLwcjnHw7kR%2Br%2BbRm3GL9o47WSAKqcF%2Bza%2BpSGY7c2GlYtNmpWfDLsORQL%2FM1Tw6%2FSKsr8ZuCy8t%2F7WvDnlsjm3rE7SboADynrA%3D%3D,ACTIVE
46,2025-05-12,,En Proceso,https://storage.googleapis.com/factudata-3afdf.appspot.com/StockRemitos/5492212241284%40s.whatsapp.net/2025-04-14/Conformidad_Pool_460_459_Pedido_46.pdf?GoogleAccessId=firebase-adminsdk-xts1d%40factudata-3afdf.iam.gserviceaccount.com&Expires=16447017600&Signature=OQXFTbuqYbKjZ83%2B6BtGyRJ33ZBIOPF0gkyYGf%2BHsqdSD%2F%2BJXIp8i4u3cBoo6mDm1k6zbhq11HzaGfzeKr7BED3V0sAThCsjvGjbiuhZ%2Bjxosa6huhWugf85Wr%2FJ%2Fj6f8ral%2B6JqgKQ22CBF6hDXfr6AWoWjV76kyQX7UpHtK69GppX6f2iNyRoU%2FTVrXT%2FOSwZwJU%2F2mk48IAfa3FfLSE1XuF9H6foW8UuBafFW9FrhScGhk8sxhnpbXo%2FQ8QDiTQIpytjhYyO2Ede7XHnDqlBXrjJlXEzWPVy2f23Z32NTvZkk6eski%2F1MxAzh42Zrq0iGrNxQxaXWJpFDb4dw2Q%3D%3D,ACTIVE
47,2025-05-12,,En Proceso,https://storage.googleapis.com/factudata-3afdf.appspot.com/StockRemitos/5492212241284%40s.whatsapp.net/2025-04-14/Conformidad_Pool_460_459_Pedido_47.pdf?GoogleAccessId=firebase-adminsdk-xts1d%40factudata-3afdf.iam.gserviceaccount.com&Expires=16447017600&Signature=VG1oXQu20U4rdmeK7qJI8RVv9AD4NO%2FNxoIe9%2FVPTiYgczxzoDmb2CAw0r7nX8OygJm%2Fh4pGssJm5%2FbCh2RRYMyVRxRG4FXOsGHuGXqdWhlbVqQtVJB852g9y2pj%2FtehW42dKTztYPjvTcg6wrIDuPoW00RkDPVUv3d3g0rH2M%2F3YFSGQsiP29dprDjj1g0C5w2r6B8TNrUQE%2F8Os09TyfZ%2FxPeFGj%2FfT8X1C2X5QJYOWS4ZLTacN8YO8EYYgD%2BL%2BW2jmsOrwxS8zrWPEmC%2B%2FGk2pdcKlUDFLQOctGHHKaeCkpteFQh6Xq87Dp1cTtW0r9IrAOa5VdfVQ%2FelbWp9hw%3D%3D,ACTIVE
48,2025-05-12,,En Proceso,https://storage.googleapis.com/factudata-3afdf.appspot.com/StockRemitos/5492212241284%40s.whatsapp.net/2025-04-14/Conformidad_Pool_460_459_Pedido_48.pdf?GoogleAccessId=firebase-adminsdk-xts1d%40factudata-3afdf.iam.gserviceaccount.com&Expires=16447017600&Signature=F1nNzvkro7jpngl0GU7AlGJQWO3RR6vEwv%2Fb4yoysgPToyTiYpxD93XZ%2F5QJCgJvqqkCR9oO%2BRys%2B%2BruS6tGk4ji6CX%2Bj2IlETBQvX129xADPE1POY45YsfpUuHQl%2BbdRygCBeiP2kVypjq8xsIT9TzW3IxhIeYi0NRU1HYE0Y%2F7MaNJk3diU1MRWOciMtsheqqjPqxOTE53hMmKpDIv0J%2BHE%2FA37JJ6RYRhG9Wm0DvGPmDmAhdU3AXkXT5WQVk%2FSHULTEZ88jJKRQyPEJLgKX7ooSQsAAU2BvSNZY1aWoHpBKMLF8USpxCW%2B4%2BKfr2bF8y%2BBe4ISdtMIu%2FNnZPb6A%3D%3D,ACTIVE
49,2025-05-12,,En Proceso,https://storage.googleapis.com/factudata-3afdf.appspot.com/StockRemitos/5492212241284%40s.whatsapp.net/2025-04-14/Conformidad_Pool_460_459_Pedido_49.pdf?GoogleAccessId=firebase-adminsdk-xts1d%40factudata-3afdf.iam.gserviceaccount.com&Expires=16447017600&Signature=VPjw2Z4GbvtTDtTVRzmlXFuPJQRDiZ8akKYfG2uStWnsv2AGLKiiTc%2BC%2BITX9D0M%2FBdK88vlT2CPy5165Qq9t7q4RukY9hEN6SmGrb3JGrHqlC7Lp5XSQmDjdMXoDKh6QkDDvJDLaZjhPRhN0gzovntk2g6TPS98Q3mhgzxjKYwccswialqblVaNIQDkmYUeKfy14R8gwtHJ7Fli9rr5JernGsubDZDHyHSEs34epm7pX7aXXQFgu4Q5t5mLHsQ7h2qNn2KGTDDHW366YJIrpPvP7tVOU%2FScsCTCI4KOXFW%2FcqfqV9JF5auKKX3WsVM2OaAm6DnxFWersSj%2FzlSAjw%3D%3D,ACTIVE
50,2025-05-12,,En Proceso,https://storage.googleapis.com/factudata-3afdf.appspot.com/StockRemitos/5492212241284%40s.whatsapp.net/2025-04-14/Conformidad_Pool460_Pedido_50.pdf?GoogleAccessId=firebase-adminsdk-xts1d%40factudata-3afdf.iam.gserviceaccount.com&Expires=16447017600&Signature=S8AzBazL%2FrOvJvVBALURlN61sacruuhqubmbCiQmxpIykfKERkou%2F%2BBbRCdHKuTCd%2F2k9wJV3wBmIhUfpZsJcGDQzg4BJxwip3tCw5fufiwytTjfu3Vp%2BOqmY%2FqiX23md%2FDJ1xtXIE%2BqHKJDhT%2F3z%2B21OouuTc2kswNayw1T3ZgFrRC9lFxLvIjkdhW9maN5pfpJ0%2Fl0G0fnN0vs36KI3aDZH4SCw%2F%2BRmCPL3N2Sf7yfmReuWb2bVZQGkfhGBrTq5iLUj%2FhGZSOYCzVZXwpTof%2BJc9frxsywjdWomW7nmSj354B727RKdDZFPToH7vqGAxdmFZqJd4yiqi4Qqxt9qw%3D%3D,ACTIVE
51,2025-05-12,,En Proceso,https://storage.googleapis.com/factudata-3afdf.appspot.com/StockRemitos/5492212241284%40s.whatsapp.net/2025-04-15/Conformidad_Grandbell_Pedido_51.pdf?GoogleAccessId=firebase-adminsdk-xts1d%40factudata-3afdf.iam.gserviceaccount.com&Expires=16447017600&Signature=Q1trlU3xCalJ46UWW8ltxNjbKjsvFtAzGRLBdRXSPw5pax3z7LworLsRkAGc5XXjqO9dzkIylLEuWojOQkmIuGqrvg6GKed%2F9jyt9jZJal1JsGCSkg7Dhlan8XalAgPHAft%2FzkcDnkTzmbMXS8M0eEruNWmy570tdchVf8IN6MVjDHnhUlcLa2IFHHvy2qbICUCaRhTxIQyClADPbpuSieFGPSoWV2ZZ1QEoU3EjFRwK8ZLlE069bdfKC10Ktd2ow10HMzGkn9Cla5yoLnwSm15dY3d3jCagIXUN%2Bt7DZrPmY0d%2Ftd7rIbGmkyl5N5M%2FPGh6dkLO2e2CNfy7%2BJqBsQ%3D%3D,ACTIVE
52,2025-05-12,,En Proceso,https://storage.googleapis.com/factudata-3afdf.appspot.com/StockRemitos/5492212241284%40s.whatsapp.net/2025-04-15/Conformidad_Solares_Pedido_52.pdf?GoogleAccessId=firebase-adminsdk-xts1d%40factudata-3afdf.iam.gserviceaccount.com&Expires=16447017600&Signature=YBMFX44DOmzcrNBdNh%2BodRK4wfMPkgULfrYxo5NccKsEddH4qF2Ocgss8o4kEYLU2IVn%2FpFewKEzKeyGhJClheHrHuCFixVj02Rg5GuppxWhzEUevbnNCNbLUZevVHl1mFEDBUKh0HmDjul5vKZx8nnNcDBT9Xqf4slr58XxP4QgZiQylCfAi9pB%2FUtZKeMAbB9bKwWfuH0S32lzvVdyLp%2Be92e80%2BJwwV3p4G7S%2Fblq8TZ2h6KBuA5tjxMuDs0FBkJUqgsIEwQ6nBzcghGFWy2Aw5Y61v7OtpEmjEeQZ5zk6dPVP%2BrD6TNqzt2GsZ7aNFBFgtycpRic7C%2BXdAWwKQ%3D%3D,ACTIVE
53,2025-05-12,,En Proceso,https://storage.googleapis.com/factudata-3afdf.appspot.com/StockRemitos/5492212241284%40s.whatsapp.net/2025-04-15/Conformidad_Solares_Pedido_53.pdf?GoogleAccessId=firebase-adminsdk-xts1d%40factudata-3afdf.iam.gserviceaccount.com&Expires=16447017600&Signature=Ci5RaB9peX7%2F9Tem6xQS%2B3a9puWPsSneIuBgZj9%2FSAFzgQZHXS5r6LK99dW8pZ%2B4d1JR0%2BOfDT%2BjqmCRzMsdoo%2FUetioEXCzC%2F5Ad8q1nPmhLw2Fqustquf3%2FrKqdg%2BYZ3VzfPvag1S1n83eGkZbuhFV4i%2B%2B6vGkqUt4DglSoVHrV6onRuXJkXD64Od85VVznupnGqFiYNaGGtBtrnI8zbbDLO9wq1IKKRPI4QgplRWsxgxwToICdM1pwg4gUYKbQ9OQM09%2B6xGpQdBgmSYS5oWp6THRJVzCj2JGR5EdF8lQCIkt3S9kUelxyJ42Bx1Kax4tvorEv5KKPyKtoyMq%2BQ%3D%3D,ACTIVE
54,2025-05-12,,En Proceso,https://storage.googleapis.com/factudata-3afdf.appspot.com/StockRemitos/5492212241284%40s.whatsapp.net/2025-04-15/Conformidad_Solares_Pedido_54.pdf?GoogleAccessId=firebase-adminsdk-xts1d%40factudata-3afdf.iam.gserviceaccount.com&Expires=16447017600&Signature=VTxeHymjn2l5ou4I6w07qqWygrxTNlZMwh1popoVWQyUQmfUPKVVL6l%2B2M1AgajKffzhjryZuC%2FWjNI3yXRnUUtumB05t2cTUh1MdIi95%2Bhysgu6BqItm%2Fh1Ek1AwMoIVvFnUGG6hZUI8hvUgA2W71%2BWeWqZ5z2SFxlS1k5W7yfRCAEX33npH%2BdaC9R%2Fg90bWzy33%2BVZme7NvPXe5S1qgpb1op%2BeJLnyYuW6A72PY3Of%2FObWYwETngRbZjQtwd%2F%2F4yLnMBcidw%2FMxG3WlIy%2BbWs7G9EA2t09cPW50cbilAAY51%2FmXbOW0xvy5AnKuRz52%2FFmGPv0A5Io5U5Jkc7UMA%3D%3D,ACTIVE
55,2025-05-12,,En Proceso,https://storage.googleapis.com/factudata-3afdf.appspot.com/StockRemitos/5492212241284%40s.whatsapp.net/2025-04-15/Conformidad_Solares_Pedido_55.pdf?GoogleAccessId=firebase-adminsdk-xts1d%40factudata-3afdf.iam.gserviceaccount.com&Expires=16447017600&Signature=uhQlIHnSDgso6RV4hjdQ4IB22Sq7fogqh01Yq4xC04Zv3Is1OV2r6qDC9njAwXarohu2ygLMNdrhA1Mh08MLftIlSQsXqLF1FXMc%2BF9sDr14rWlszydK9DwhHE0jCG6xj%2BgU764bFtdVTDQQgnJzLt%2BGMXMlFsCHWbTtdDAREaxv3CPZ4oIyGOQWB6%2F31hjG49O%2Bhd%2FuZyIMlC%2FpFVZji4HRf3fR3aXnTFG4m%2BakjhJsZC13vAKpItKoFk5mUhC9U0s8fEGtYP457z0r6VFfMXj1q9nFP%2Bhk4%2BtOvqW9a2cM%2B8ua3N1ttjkAWOWjKuhe4HNA%2BOOkWW9s1ex4T0MVnA%3D%3D,ACTIVE
56,2025-05-12,,En Proceso,https://storage.googleapis.com/factudata-3afdf.appspot.com/StockRemitos/5492212241284%40s.whatsapp.net/2025-04-15/Conformidad_Solares_Pedido_56.pdf?GoogleAccessId=firebase-adminsdk-xts1d%40factudata-3afdf.iam.gserviceaccount.com&Expires=16447017600&Signature=m%2BQspGgj3X90oI0Q%2Fvt2OrBqwGGXSJutUkfX5Tn2Mfk4MtwZCIlrIsc4N4%2BKGgw%2BwP%2Br%2FNn5jw2KstU5ca3rsxYpAxheCqPtQ33EUPsx3SHZD0%2FcnakD9rczH46p%2FqCcbZVLZtIrn7g5anpk%2FMLxqmnljq9XOQeq42LKeiP8Ky8ZI7IuFUoFoMYgriePpj%2FfyazCdqIZFFn0%2FIxpn4wzZPHGuMX%2Fy0zKjwl0vgeQlRPvBwEz4TuXCUddFqyY%2FIdTxBoyFns7PCIPTKRWFiKKL0RQkO1G8WkGx2se%2Bt3QfbPBisj%2FaSkukNtUuSwyUsc38aHFmAK74LuVoQHFNykx3g%3D%3D,ACTIVE
57,2025-05-12,,En Proceso,https://storage.googleapis.com/factudata-3afdf.appspot.com/StockRemitos/5492212241284%40s.whatsapp.net/2025-04-15/Conformidad_Solares_Pedido_57.pdf?GoogleAccessId=firebase-adminsdk-xts1d%40factudata-3afdf.iam.gserviceaccount.com&Expires=16447017600&Signature=AI8IZxBfdAGd16xLbtpyWx9suIFg9B%2Bg%2FKp0BhDV9PWO1EvfFNiZfOCE1jhoOntRiUc8gKdHxRclbBHgtvyVxz2KpTHsJTvyLcMn0lXrKJvr1xy4hxrVCtKj2SCXbtipdhA%2F7C1fxvg6YUU5RL83Bj5dBzer4eUxO%2FoQMlCnL9k4HDyHVyZkvJwbJyCT0RRSUuLRkF9bILrwMamBKRVzVTFhe%2B0%2FSaVKGn7IBSFN6HGqUCd3Zzrcnj9oHLEcoqP72Gm34uTstoX5Sp%2BVqsJRqTDGDvS%2BcqlbHMss4TKQf%2B5%2BT79m0jB9cQMSsRsAjbAcTyr8m%2FACkFi20elHQ9ybdg%3D%3D,ACTIVE
